138,4,1
504,4,1
139,4,1
505,4,1
25,4,1
506,4,1
140,4,1
141,4,2
142,4,1
387,4,1
507,4,1
26,4,3
388,4,1
508,4,1
509,4,1
143,4,1
389,4,1
27,4,4
144,4,1
145,4,2
146,4,7
510,4,1
28,4,1
29,4,1
147,4,15
511,4,1
512,4,1
390,4,1
391,4,1
513,4,1
514,4,1
30,4,2
148,4,1
515,4,1
392,4,2
516,4,1
517,4,1
393,4,1
518,4,1
519,4,1
520,4,1
31,4,3
149,4,1
32,4,1
150,4,1
394,4,3
151,4,1
33,4,1
152,4,1
521,4,1
395,4,1
34,4,2
522,4,1
35,4,1
396,4,6
153,4,1
154,4,1
36,4,20
37,4,9
397,4,1
155,4,1
523,4,1
398,4,2
399,4,2
400,4,1
401,4,1
38,4,1
156,4,1
157,4,1
39,4,1
402,4,1
40,4,1
41,4,1
42,4,3
43,4,1
158,4,1
403,4,1
159,4,1
524,4,1
404,4,1
160,4,1
525,4,1
405,4,1
526,4,1
527,4,1
406,4,2
161,4,1
162,4,8
163,4,1
164,4,5
165,4,1
528,4,1
529,4,1
166,4,1
167,4,1
168,4,1
44,4,1
45,4,1
530,4,1
169,4,1
170,4,1
46,4,5
171,4,1
172,4,1
173,4,1
531,4,1
407,4,1
532,4,1
533,4,1
174,4,6
534,4,1
47,4,1
48,4,1
535,4,1
408,4,1
175,4,1
536,4,1
409,4,2
49,4,1
176,4,1
177,4,3
178,4,4
50,4,9
51,4,2
179,4,1
180,4,1
181,4,1
182,4,2
183,4,1
537,4,2
52,4,2
410,4,1
53,4,39
538,4,1
54,4,11
184,4,1
185,4,1
186,4,1
55,4,35
187,4,1
56,4,18
57,4,7
188,4,1
58,4,1
59,4,5
411,4,1
189,4,1
60,4,2
412,4,2
413,4,2
