246,4,1
567,4,1
247,4,1
248,4,1
458,4,1
459,4,1
460,4,2
249,4,3
250,4,3
251,4,1
252,4,1
253,4,1
254,4,1
255,4,2
256,4,1
83,4,1
568,4,1
257,4,7
258,4,2
461,4,1
259,4,1
260,4,1
261,4,1
569,4,1
262,4,1
263,4,2
264,4,1
265,4,1
266,4,2
267,4,1
268,4,1
269,4,1
570,4,1
462,4,2
571,4,1
572,4,1
573,4,1
463,4,6
464,4,4
270,4,2
465,4,1
271,4,1
272,4,1
273,4,2
466,4,1
574,4,1
467,4,3
575,4,1
274,4,1
275,4,1
276,4,2
277,4,1
278,4,2
279,4,1
280,4,1
281,4,1
282,4,1
283,4,1
284,4,1
576,4,1
468,4,1
577,4,1
469,4,2
285,4,1
286,4,2
287,4,1
288,4,2
289,4,1
290,4,1
291,4,1
470,4,1
292,4,2
293,4,1
578,4,1
294,4,2
295,4,3
579,4,4
296,4,1
297,4,1
471,4,1
580,4,1
581,4,1
298,4,1
299,4,2
300,4,1
301,4,1
302,4,2
303,4,4
582,4,1
583,4,1
304,4,1
305,4,1
306,4,1
472,4,1
584,4,1
585,4,1
586,4,1
307,4,1
587,4,1
588,4,1
473,4,1
474,4,1
589,4,1
590,4,1
84,4,2
308,4,1
309,4,1
310,4,1
311,4,1
591,4,1
312,4,1
475,4,1
313,4,1
314,4,2
315,4,3
85,4,1
476,4,1
316,4,1
477,4,1
592,4,1
593,4,1
86,4,1
317,4,2
594,4,1
318,4,1
319,4,1
320,4,1
478,4,3
479,4,1
321,4,2
322,4,1
323,4,2
324,4,1
87,4,1
88,4,1
595,4,1
325,4,1
326,4,1
596,4,1
327,4,1
328,4,1
329,4,2
330,4,1
331,4,2
332,4,1
0,4,1
333,4,1
89,4,1
90,4,1
91,4,3
