41,3,1
42,3,2
43,3,1
158,3,1
403,3,1
159,3,1
404,3,1
160,3,1
405,3,1
406,3,1
161,3,1
162,3,8
163,3,1
164,3,4
165,3,1
166,3,1
167,3,1
168,3,1
44,3,1
45,3,1
169,3,1
170,3,1
46,3,4
171,3,1
172,3,1
173,3,1
407,3,1
174,3,6
47,3,1
48,3,1
408,3,1
175,3,1
409,3,2
49,3,1
176,3,1
177,3,2
178,3,4
50,3,6
51,3,1
179,3,1
180,3,1
181,3,1
182,3,2
183,3,1
52,3,2
410,3,1
53,3,29
54,3,7
184,3,1
185,3,1
186,3,1
55,3,24
187,3,1
56,3,15
57,3,6
188,3,1
58,3,1
59,3,3
411,3,1
189,3,1
60,3,2
412,3,1
413,3,2
414,3,2
415,3,1
61,3,3
416,3,1
190,3,1
191,3,1
192,3,1
193,3,1
194,3,1
417,3,1
418,3,1
419,3,1
62,3,1
195,3,1
420,3,1
421,3,1
196,3,3
197,3,1
63,3,1
64,3,1
198,3,3
199,3,1
65,3,5
66,3,4
422,3,1
423,3,1
424,3,2
200,3,2
201,3,4
67,3,1
68,3,6
69,3,1
202,3,1
425,3,1
203,3,1
204,3,1
426,3,1
427,3,2
205,3,1
70,3,1
206,3,1
428,3,1
429,3,1
207,3,1
430,3,1
71,3,1
431,3,1
432,3,1
208,3,1
433,3,1
434,3,1
72,3,1
73,3,1
209,3,1
210,3,1
211,3,1
435,3,1
212,3,1
213,3,1
214,3,1
436,3,1
215,3,1
216,3,1
437,3,1
217,3,1
74,3,1
438,3,1
439,3,1
440,3,3
441,3,1
442,3,8
443,3,1
218,3,1
219,3,1
220,3,1
221,3,1
444,3,1
445,3,1
75,3,1
222,3,2
446,3,1
76,3,1
223,3,1
224,3,1
447,3,1
448,3,1
77,3,1
