0,3,1
333,3,1
89,3,1
90,3,1
91,3,3
92,3,1
93,3,1
334,3,1
94,3,1
335,3,1
336,3,1
95,3,1
480,3,1
96,3,1
481,3,1
337,3,1
97,3,1
338,3,1
339,3,3
340,3,1
98,3,1
482,3,1
341,3,1
99,3,1
342,3,1
100,3,1
343,3,1
483,3,1
344,3,1
345,3,1
346,3,1
347,3,1
484,3,1
348,3,1
101,3,2
349,3,1
350,3,1
351,3,1
352,3,1
353,3,1
354,3,1
355,3,1
356,3,1
357,3,1
358,3,2
359,3,2
360,3,9
361,3,1
362,3,1
363,3,1
364,3,1
365,3,1
366,3,1
367,3,1
368,3,1
369,3,1
370,3,1
371,3,1
372,3,1
373,3,1
374,3,1
1,3,1
2,3,1
3,3,2
4,3,2
102,3,1
5,3,1
103,4,1
375,4,1
485,4,1
104,4,2
105,4,4
106,4,1
107,4,1
108,4,3
109,4,1
7,4,1
376,4,3
377,4,1
486,4,2
110,4,8
487,4,1
111,4,1
112,4,1
113,4,1
8,4,2
114,4,2
115,4,1
9,4,4
10,4,5
11,4,4
12,4,1
13,4,1
116,4,2
488,4,1
117,4,1
489,4,1
118,4,1
490,4,1
119,4,14
120,4,1
378,4,2
379,4,1
491,4,1
121,4,1
122,4,1
380,4,2
492,4,1
493,4,1
494,4,1
123,4,1
14,4,1
15,4,1
495,4,1
496,4,1
124,4,1
16,4,1
125,4,1
17,4,2
18,4,1
126,4,3
127,4,1
128,4,1
19,4,41
382,4,1
497,4,1
129,4,1
130,4,1
383,4,1
384,4,1
131,4,1
385,4,2
498,4,1
499,4,1
500,4,1
20,4,2
132,4,1
21,4,1
133,4,7
134,4,1
501,4,1
386,4,1
22,4,9
502,4,1
135,4,3
23,4,1
136,4,1
137,4,1
24,4,1
503,4,2
