0,0,1
1,0,1
2,0,1
3,0,2
4,0,2
5,0,1
6,0,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,2
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,6
20,1,1
21,1,1
22,1,2
23,1,1
24,1,1
25,1,1
26,1,2
27,1,3
28,1,1
29,1,1
30,1,2
31,1,3
32,1,2
33,1,1
34,1,2
35,1,1
36,1,4
37,1,2
38,1,1
39,1,1
40,1,1
41,1,1
42,1,2
43,1,1
44,1,1
45,1,1
46,1,3
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,2
53,1,2
54,1,2
55,1,4
56,1,2
57,1,1
58,1,1
59,1,1
60,1,2
61,1,2
62,1,1
63,1,1
64,1,1
65,1,1
66,1,2
67,1,1
68,1,2
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,2
79,1,1
80,1,2
81,1,1
82,1,1
83,1,1
84,1,2
85,1,1
86,1,1
87,1,1
88,1,1
0,1,1
89,1,1
90,1,1
91,1,3
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,1,1
100,1,1
101,1,1
1,1,1
2,1,1
3,1,2
4,1,2
102,1,1
5,1,1
103,2,1
104,2,2
105,2,3
106,2,1
107,2,1
108,2,1
109,2,1
7,2,1
110,2,5
111,2,1
112,2,1
113,2,1
8,2,1
114,2,1
115,2,1
9,2,1
10,2,2
11,2,3
12,2,1
13,2,1
116,2,2
117,2,1
118,2,1
119,2,8
120,2,1
121,2,1
122,2,1
123,2,1
14,2,1
15,2,1
124,2,1
16,2,1
125,2,1
17,2,1
18,2,1
126,2,1
127,2,1
128,2,1
19,2,30
129,2,1
130,2,1
