101,2,2
349,2,1
350,2,1
351,2,1
352,2,1
353,2,1
354,2,1
355,2,1
356,2,1
357,2,1
358,2,2
359,2,2
360,2,9
361,2,1
362,2,1
363,2,1
364,2,1
365,2,1
366,2,1
367,2,1
368,2,1
369,2,1
370,2,1
371,2,1
372,2,1
373,2,1
374,2,1
1,2,1
2,2,1
3,2,2
4,2,2
102,2,1
5,2,1
103,3,1
375,3,1
104,3,2
105,3,3
106,3,1
107,3,1
108,3,2
109,3,1
7,3,1
376,3,1
377,3,1
110,3,7
111,3,1
112,3,1
113,3,1
8,3,1
114,3,2
115,3,1
9,3,4
10,3,4
11,3,4
12,3,1
13,3,1
116,3,2
117,3,1
118,3,1
119,3,12
120,3,1
378,3,2
379,3,1
121,3,1
122,3,1
380,3,1
381,3,1
123,3,1
14,3,1
15,3,1
124,3,1
16,3,1
125,3,1
17,3,2
18,3,1
126,3,2
127,3,1
128,3,1
19,3,33
382,3,1
129,3,1
130,3,1
383,3,1
384,3,1
131,3,1
385,3,1
20,3,1
132,3,1
21,3,1
133,3,5
134,3,1
386,3,1
22,3,5
135,3,2
23,3,1
136,3,1
137,3,1
24,3,1
138,3,1
139,3,1
25,3,1
140,3,1
141,3,2
142,3,1
387,3,1
26,3,2
388,3,1
143,3,1
389,3,1
27,3,4
144,3,1
145,3,2
146,3,3
28,3,1
29,3,1
147,3,14
390,3,1
391,3,1
30,3,2
148,3,1
392,3,1
393,3,1
31,3,3
149,3,1
32,3,1
150,3,1
394,3,3
151,3,1
33,3,1
152,3,1
395,3,1
34,3,2
35,3,1
396,3,3
153,3,1
154,3,1
36,3,18
37,3,8
397,3,1
155,3,1
398,3,2
399,3,1
400,3,1
401,3,1
38,3,1
156,3,1
157,3,1
39,3,1
402,3,1
40,3,1
